stemming_data,sentiment
awan lucu pilkada gelar covid pandemi,0
positif covid orang pasien sembuh,1
bin gelar kali rapid test covid pondok aren,0
ratus bayi ganti lantar ukraina corona,-1
pandemi corona judika putar otak gaji karyawannya,0
pasien positif covid sembuh batam,1
pandemi corona pkpi bagi paket sembako sopir bajaj jakarta,0
pandemi covid momentum perintah besar phw bungkus rokok,0
jenuh hadap covid mr d muncul ide pamer sketsa daring,0
nyata lengkap perintah ribu positif covid mei,-1
sucuil kisah perempuan berburqa lewat ramadan corona,0
akademisi uhamka pandemi covid picu generasi hilang,0
larang warga mudik lokal anies virus corona kenal lebaran,0
update nasional covid mei positif sembuh tinggal,-1
lsi denny ja rekomendasi new normal hidup covid,0
indira kalistha orang abai pandemi corona,0
kafe jerman unik jaga jarak sosial corona,0
bebas covid persen masjid sawahlunto gelar shalat jumat,1
reaksi vietnam bukti efektif nol corona bulan,1
nasdem surabaya paket sembako warga dampak corona,0
kemenkeu serap dana khusus covid capai persen,0
persen pasien covid ciamis sembuh,1
rawat pasien covid rsud arosuka solok tutup,-1
salat kapel pustaka ramadhan jerman corona,0
koperasi nasar gandeng mui bantu ulama umkm dampak covid,0
perintah libat dunia usaha susun strategi pulih ekonomi corona,0
video indira kalistha remeh corona tuai kontroversi gritte agatha maaf,0
pasien positif covid sembuh manokwari tambah,-1
uskup agung ende kritik pemda tangan virus corona,0
as kumpul calon vaksin covid uji coba lanjut,0
mensos aku data bansos covid tumpang tindih,0
idi ingat angka lahir akibat corona tingkat tajam,0
lion air terbang sesuai standar cegah covid,0
ketua rw tangerang anggota gugus tugas tangan covid,0
pasien positif covid bantul sembuh,1
saksi konser amal satu lawan corona detikcom,0
edar surat terima sampel covid libur fakta,0
kpu surati bnpb panjang darurat corona,0
pasien corona malu tambah orang,-1
fariz rm dampak pandemi covid,0
corona dpr amerika sahkan paket stimulus rp ribu triliun,0
yurianto lab kemenkes libur periksa sampel covid,0
perintah ajak masyarakat jalan pola hidup damai covid,0
lab kemenkes prei periksa sampel covid yurianto libur,0
update mei sebar pasien covid tinggal jatim,-1
yurianto instruksi libur tangan covid,0
itikaf raih lailatul qadar pandemi corona,0
positif corona ri tembus mei grafik,-1
gritte agatha take down video indira kalistha remeh virus corona,0
cegah covid bas komunitas,0
positif covid jakarta tambah,-1
covid kalsel tambah orang,-1
dprd dki pemprov sibuk urus anggar beli tanah tangan corona,0
jelas kemenhub kabar budi karya positif covid kali,-1
bppt luncur citra medik deteksi covid,0
anggota dpd bal lena hasil tangan covid,1
teliti cina bukti virus corona laboratorium,0
dampak corona jual global mazda maret turun persen,0
krisis corona jual global volkswagen april turun persen,0
update corona sultra orang positif sembuh,1
ruu cipta kerja awal baik iklim usaha covid,0
orang warga pasuruan positif covid,-1
nyata kali positif covid menhub budi karya sehat,1
fesmikophi bantu jurnalis dampak pandemi covid,0
pasien corona gorontalo nyata sembuh,1
update corona jateng positif sembuh tinggal,-1
cegah covid satpol pp bubar kerumun warga jogja antre beli pizza,0
update pasien corona sulawesi utara tambah,-1
ganjar erick thohir sepakat bangkit umkm pascapandemi covid,0
strategi ridwan kamil hadap covid,0
laku umkm warga badui gulung tikar akibat covid,0
covid sulteng tambah positif sembuh,-1
mang penting raja ampat bahas curi ikan covid,0
pasien sembuh covid ntb orang,1
pakar covid cepat ubah paradigma pariwisata global,0
pasien covid wisma atlet sembuh,1
pasien covid surabaya capai orang,-1
update corona mei tinggal sembuh,1
tambah covid riau,1
survei tunjuk donasi lembaga sosial turun akibat covid,0
tuai positif lawan bencana covid,0
pandemi corona kebun binatang solo jual tiket masuk online pakan satwa,0
tambah kluster aparat pasien corona bengkulu,-1
wabah corona tes pcr dki jakarta tembus ribu orang,0
pandemi corona fitbit bikin ventilator,0
jefferson farfan positif jangkit virus corona,-1
video remeh corona viral suami takut indira kalistha gila,0
suami istri orang kaya pandemi corona,0
bahaya covid derita hipertensi jaga tekan darah,0
pandemi corona ribu umkm warga baduy gulung tikar,0
satgas covid cianjur paksa ratus mobil daerah,0
korban corona qatar wajib pakai masker wajah,-1
libur terima sampel covid bbtklpp lab overcapacity,0
cerita sintas covid terima laku sakit,1
main parma tes positif virus corona,-1
ahli virus corona tular bicara,0
jubir menhub budi karya bebas covid,0
rumah sakit arab saudi libat psikolog tangan pasien corona,0
update virus corona dunia mei juta orang infeksi kabar italia,-1
strategi palu godam selamat vietnam corona,0
update mei pasien positif covid depok tambah sembuh tambah orang,1
pakar bantah trump butuh ajaib vaksin covid sedia,0
bansos wabah corona mensos blusukan mukim padat bekas,0
cina fase uji klinis vaksin covid selesai juli,0
guna kendara palsu surat bebas corona mudik pidana,0
warga badui bebas pandemi covid,1
lahan makam khusus covid surabaya,0
perintah ajak damai corona komisi ix disiplin,0
psbb makassar positif covid,-1
kisah dramatis istri prajurit tni lahir positif corona tolak rumah sakit,-1
kemarin update covid raya ulang badak,0
update mei jatim catat tambah positif covid tinggal dki sembuh tinggi,1
edar surat edar lab periksa sampel covid libur lebaran,0
relaksasi batas corona warga australia nikmat pekan,1
pandemi covid ragunan suguh wisata virtual jam,0
sergap maut polisi brazil picu kerumun pandemi corona,0
tambah positif covid jabar capai orang,-1
who kandidat vaksin virus corona uji klinis,0
ahli ingat hutan amazon sumber virus corona,0
hasil sembuh corona twindy rarasati cerita gejalagejala covid,1
kondisi mumbai kota pukul covid india,-1
otoritas as henti tes corona dukung bill gates,0
warga indikasi papar corona tempat asrama haji surabaya,-1
kemenristek gagas laboratorium gerak tes pcr covid,0
scaling wabah covid jaga gigi plak,0
survei orang amerika percaya virus corona pesan tuhan,0
batal libur bbtklpp periksa sampel covid lebaran,0
populer pek cocoklogi virus corona ramal bajaj bajuri,0
hutama karya bantah karyawannya infeksi covid,0
nanas nilai tangkal corona tani nanas siak dulang pesan,0
update corona mei juta orang infeksi juta sembuh,1
new normal covid bumn rencana kantor mei,0
apresiasi jokowi konser solidaritas covid kumpul rp m,0
corona sri mulyani bebas pns kemenkeu kerja syarat,0
zero mati akibat corona warga vietnam nongkrong,1
orang indikasi covid isolasi asrama haji surabaya,-1
pasien corona parepare orang klaster lakessi,-1
iakmi relaksasi psbb picu gelombang tiga covid,0
itb unpad kembang alat deteksi covid nama spr kerja,0
pasien gejala covid lacak as desember,0
pks depok distribusi ton beras warga dampak covid,0
indikasi papar corona warga surabaya tempat asrama haji,-1
pandemi covid mui dki seru warga shalat idul fitri rumah,0
cared aplikasi cek mandiri gejala covid,0
omnibus law nilai upaya pulih virus corona,0
viral remeh corona deret kontroversi indira kalistha suami,0
brazil lampau italia spanyol corona,-1
studi sel t bantu kebal jangka covid,0
prancis debat gender covid maskulin feminin,0
virus corona hoaks pria sadar infeksi,-1
menteri pupr damping corona konstruksi jalan,0
remeh virus corona epidemiolog bumerang,0
jokowi lelang barang spesial konser virtual satu lawan corona,0
sembilan pasien corona yogyakarta nyata sembuh,1
kampus amerika gelar raya kelulus unik pandemi corona,0
pakar tahap kondisi perilaku hadap pandemi covid,0
pria percaya virus corona hoax infeksi,-1
sepak bola bukti hidup normal covid mustahil,0
informasi covid sandang disabilitas wilayah pencil minim,0
pks kritik perintah bikin bingung new normal pandemi corona,0
pandemi corona klhk pasti satwa lembaga konservasi sehat,0
update corona dki mei pasien positif capai orang sembuh,1
jdid kolaborasi designer bantu tenaga medis lawan corona,0
covid tambah ntt terap psbb,-1
video pasien positif corona ngamuk kejar paksa peluk warga rekam,-1
obama kritik perintah trump tangan virus corona,0
hutama karya bantah pegawai tol trans sumatera positif corona,0
populer pek ingat who corona hilang,0
personel polresta padang positif covid tes swab,-1
imbas corona nafa urbach paksa rumah karyawannya,0
hari tambah total positif corona jakarta,-1
ribu apd salur emtek peduli corona gerak ntt,0
data pasien covid rsd wisma atlet rsd pulau galang mei,-1
dpr polisi dalam duga jualbeli surat bebas covid daring,0
bandara banyuwangi buka syarat protokol ketat covid,0
uisu salur donasi warga dampak covid,0
update mei tambah covid dki pasien,-1
perintah klaim naik iur bpjs layan pasien corona,0
pemkot diri operasional rs kilisuci rawat pasien covid,0
resmi bandara tambelan kepri tunda wabah corona reda,0
ksp butuh solidaritas nasional tangan covid timur indonesia,0
imbas corona film peran nafa urbach tunda rilis,0
china aku hancur sampel virus corona wabah,0
kencleng baper umsu sembako masyarakat dampak covid,0
wabah covid nilai untung calon tahana pilkada,0
polda metro polwan koordinator tim pemulasaraan jenazah corona,0
bupati banyuwangi ajak muka agama tangan covid,0
nihil pasien positif covid lampung tambah,-1
tembus ribu pasien virus corona ri sembuh,1
main parma nyata positif virus corona,-1
data corona ri mei pdp orang odp,-1
mati akibat corona ri tinggi april,-1
pdp covid tewas lompat lantai,-1
tambah pasien positif covid sorongpapua barat,-1
update mei tambah covid indonesia,-1
perintah periksa spesimen kait corona mei,0
sebar positif corona indonesia mei,-1
butuh ilmuwan temu vaksin corona,0
dishub ribu warga dki mudik lebaran psbb corona,0
nekat buka plastik mandi jenazah infeksi corona warga dusun sidoarjo positif covid,-1
sandang disabilitas dampak pandemi corona lupa,0
kutip who jubir ri ingat corona cepat,0
update mei pasien sembuh covid tambah jawa barat,1
capai sebar positif corona ri mei,-1
update mei tambah pasien tinggal akibat covid orang,-1
imam salat tarawih tambora sembuh covid pulang,1
gugus tugas tujuh orang tenaga medis bengkulu positif covid,-1
sembuh corona kru km kelud tinggal rski pulau galang,1
sebar covid jakarta sunter agung tinggi lewat tambur,-1
data sebar corona indonesia mei jakarta,-1
ilmuwan harvard kembang masker deteksi virus corona,0
psbb longgar bahaya gelombang covid intai,0
pemkot bengkulu usul tenaga paramedis positif covid cpns tes,0
serbu pasar murah warga sumut abai protokol covid,0
hasil tes cepat sekda kepri nonreaktif covid,1
laut kanada virus corona layar,0
pandu new normal damping covid,0
pasien positif corona gorontalo tambah klaster padebulo,-1
pandemi corona nasib hajat otomotif besar ri,0
pandemi corona usaha cimahi penuh bayar thr,0
bocah solo papar corona cucu pasien jemaah masjid joyotakan,-1
nyata lengkap perintah positif corona ri tembus,-1
jubir covid tumpang bandara soetta tertib jaga jarak,0
update mei spesimen periksa kait covid capai,0
kiat covid anak,0
gugus tugas positif covid riau tambah sembuh,-1
taspen siap protokol covid sambut the new normal,0
data sebar tambah positif covid indonesia,-1
bayi solo positif corona duga tular jemaah tarawih,-1
pdp corona rs hermina jatinegara tewas loncat lantai,-1
kemnakerdiaspora indonesia galang donasi kerja dampak covid,0
cak imin bantu warga dampak covid,0
laporcovid covid hadap damai,0
pasien sembuh corona jakarta capai orang,1
ironi buku nasional jual buku lesu pandemi covid,0
balita umur solo konfirmasi positif virus corona,-1
pdp corona tewas loncat rs hermina polisi malam pulang,-1
santri kendari muna barat sultra positif virus corona,-1
kisah wanita nyata kali positif corona hasil sembuh,1
pasien positif covid sumsel pulau sumatera,-1
update covid jabar warga sembuh lonjak,1
gelombang covid intai dampak ekonomi parah,0
konfirmasi positif covid jakarta tambah,-1
bulan psbb tangerang sebar covid,0
nihil hari pasien positif corona sumsel tambah orang,-1
imbas corona garuda indonesia rumah karyawan kontrak,0
vino g bastian ambil hikmah pandemi corona,0
balita papar corona klaster jemaah tabligh india tinggal,-1
update corona kalsel mei positif tinggal sembuh,1
populer pek heboh surat bebas corona harga ribu lapak online,0
klarifikasi surat edar lab periksa sampel covid libur lebaran,0
pdp covid loncat lantai rs hermina jakarta timur,-1
skenario the new normal bumn pulih ekonomi pandemi corona,0
pdip surabaya kerja risma bagus pansus covid,0
pemkot jakpus tampung warga reaktif covid gedung seni,0
dagang pasar pagi positif corona wali kota salatiga evaluasi,-1
pandemi covid besar thr acu upah,0
positif corona papua tambah total,-1
viral foto umum rsu dr soetomo surabaya terima pasien covid fakta,0
pdp corona tewas lompat rs hermina polisi cerita saksi,-1
china india episentrum virus corona asia,-1
lionel messi pandemi virus corona untung barcelona,0
jual beli surat bebas corona lapak online harga tugas medis,0
warga kabupaten buol pasien positif corona sulteng,-1
pdp covid tewas jatuh lantai rs hermina,-1
peti jenazah pasien positif corona buka warga dusun sidoarjo papar,-1
kurva corona ri fluktuatif,-1
jokowi konser amal virtual corona tunjuk dunia hadap pandemi,0
keluarga riau positif corona klaster santri jawa timur,-1
bank mandiri terap protokol covid sambut the new normal,0
pdp corona ntt kabur rsud lewoleba,-1
orang sembuh positif covid,1
kembang vaksin virus corona,0
kamga aku proyek dampak pandemi covid,0
pandemi corona jonatan christie isi bikin smoothies,0
sri mulyani nilai pandemi covid uji generasi,0
kegetnya bima arya lihat laut manusia pasar pandemi corona,0
virus corona duga masuk pasar hewan liar wuhan manusia,0
anies tinjau bilik isolasi mandiri tanah abang odp corona,0
turun rp triliun apbd kaltim imbas covid,0
alumni ipdn tara rawan prosesi makam jenazah pdp covid,0
pulang mudik jakarta kerja grobogan positif corona,-1
lokasi isolasi covid tanah abang,0
buku nasional pustaka tutup pandemi covid,0
main fc lokomotiv moskwa peru nyata positif virus corona,-1
polisi jaksa kompak bantah klaim bupati jember libat anggar covid,0
tambah positif covid sumsel tembus,-1
gugus tugas karawang klaim covid turun psbb jabar,1
sisih gaji pertama bintara solo bantu warga dampak corona,0
gugus tugas covid sidoarjo kaji ulang buka tutup pasar tradisional,0
perintah bekas covid landai longgar gantung jakarta,0
persen pasien positif covid bal sembuh,1
nyanyi reza rahadian gandeng kerja seni satu lawan corona,0
update malu pasien positif corona orang,-1
garagara covid sus sameh mudik mesir,0
jelang psbb jabar covid purwakarta turun,1
mui tentang sikap perintah tangan covid,0
gubernur ntb ajak warga ambil hikmah positif covid,0
warga bogor ngaku takut corona cuek desa pasar anyar beli baju lebaran,0
muna barat catat pasien covid sultra orang,-1
pasien covid kabupaten bogor sembuh hari,1
pasien riau sembuh corona pdp negatif pulang,1
klaster sukabumi polisi kupang sembuh covid,1
kpu dorong gelar mitigasi laksana pilkada covid,0
pasien positif covid probolinggo sembuh,1
